Device Selection
Report Version,Date,Product,Release,Version,Design Name,Family,Die,Package
0.1,Tue Dec 29 11:57:21 2020,Designer,v2021.10,2021.10.1.1,IOG_IOD_DDRX4_COMP,PolarFire,MPF300T,FCG1152
Pin Report
Pin,Port,Function,Bank,State,I/O Std,Direction,Used I/O Reg,User I/O Lock Down,Clamp Diode,Resistor Pull,Use I/O Calibration from the lane,Schmitt Trigger,Vcm Input Range,On Die Termination,Odt Value (Ohm),Input Delay,Slew,Output Drive (mA),Impedance (ohm),Output Load (pF),Source Termination (Ohm),Output Delay,Board Layout
Y14,---,VDDAUX4,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDAUX4 to 2.5v/3.3v or to VSS through resistor (10K ohm)
Y15,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y16,---,VDDAUX4,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDAUX4 to 2.5v/3.3v or to VSS through resistor (10K ohm)
Y17,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y18,---,VDD,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.0v
Y19,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y20,---,VDD,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.0v
Y21,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y22,---,VDD,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.0v
Y23,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y24,---,VDD,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,1.0v
Y25,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y26,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y27,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
Y28,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y29,---,XCVR_0_RX2_P,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
Y30,---,XCVR_0_RX2_N,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
Y31,---,VSS,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,VSS
Y32,---,VDDA,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Must connect VDDA to 1.0v/1.05v or to VSS through resistor (10K ohm)
Y33,---,XCVR_0_TX1_P,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC
Y34,---,XCVR_0_TX1_N,---,Reserved,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,---,Libero Defined*DNC


-------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
"-""DNC"" Do Not Connect"
"-""Vref"" The pin is set as a VREF pin"
"-""NC"" No Connection - No connection to die. These pins can be used for board level signal routing by the designer."
"-""Probe A"" Programmed as output for probeA"
"-""Probe B"" Programmed as output for probeB"
"-""Due to Probe"" Probe is on, therefore bank voltage must be 2.5V or 3.3V"
"-""Open Drain"" Tribuff IOs where the D is connected to 0 and the E is routed."
"-* Libero configures unused User IO (GPIO, HSIO) as: Input Buffer Disabled, Output Buffer Tristated, Week Pull-up."
"-** Even if the IO bank is not being used, users must connect this VDDIx to a rail that meets the specifications of this IO bank."
-*** Tie-offs to VSS can be ganged to a single 10K Ohm resistor. User can also add more 10K Ohm resistors if it eases board level routing.
-**** Package Power Parasitics are lumped together and will be reported only on one power ball line per power type.
"-***** The embedded PCIe controller subsystem (PCIESS) is available only within Quad_0 ""XCVR_0"" Lanes.  See ""UG0685: PolarFire FPGA PCI Express User Guide"" for more information on the embedded PCIE capabilities and its usage."
"-****** Preferred clock connectivity should be referenced in ""UG0684: PolarFire FPGA Clocking Resources User Guide"" before completion of PCB design."
------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------------
